order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,categories,sub_categories,product_ids,quantity_ttl,sales_ttl,discount_ttl,profit_ttl,order_to_truck_time,processing_time,waiting_time
CA-2019-134348,2019-11-12,Standard Class,Standard Processing,,,MS-17710,Maurice Satty,2019-11-20,,Email,United States,Mesa,Arizona,85204.0,West,"Special Projects Muesil, Power Muesli, Power Muesli","Gluten Free, Super Fibre Boost, Super Fibre Boost","TEC-AC-10003447, OFF-BI-10003727, OFF-BI-10004967",14,42.622,1.5999999999999999,-5.9478,8.0,,
CA-2019-107216,2019-06-14,First Class,Express,,,PV-18985,Paul Van Hugh,2019-06-17,,Facebook,United States,San Francisco,California,94122.0,West,"Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Gluten Free, Super Mega Protein, Super Mega Protein, With Fruit and Nuts","TEC-AC-10001013, OFF-AR-10001545, OFF-AR-10002255, FUR-FU-10000206",11,53.7,0.0,18.316,3.0,,
CA-2020-140585,2020-12-18,Second Class,Standard Processing,,,RA-19915,Russell Applegate,2020-12-24,,Email,United States,Encinitas,California,92024.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Gluten Free, Super Fibre Boost, With Fruit","TEC-AC-10003610, OFF-BI-10003364, FUR-BO-10002206",5,286.485,0.35,61.2374,6.0,,
CA-2018-142755,2018-09-04,Standard Class,,,,CS-12355,Christine Sundaresam,,,Email,United States,Roswell,Georgia,30076.0,South,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Nuts and more, Nuts and more, Power Clean Fibre Boost","TEC-AC-10002049, OFF-PA-10001970, OFF-PA-10000141, OFF-EN-10004459",14,919.49,0.0,258.27840000000003,,,
CA-2018-125416,2018-11-02,First Class,,,,KC-16540,Kelly Collister,,,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001552,9,447.93,0.0,49.2723,,,
CA-2019-168081,2019-04-24,Second Class,Standard Processing,,,CA-12055,Cathy Armstrong,2019-05-01,2019-05-06,Facebook,United States,Houston,Texas,77070.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003174,3,258.696,0.2,64.674,7.0,,
CA-2019-130946,2019-04-08,Standard Class,Standard Processing,,,ZC-21910,Zuschuss Carroll,2019-04-15,,Email,United States,Houston,Texas,77041.0,Central,"Special Projects Muesil, Power Muesli, Toasted Muesli","Gluten Free, Super Fibre Boost, With Nuts","TEC-AC-10001990, OFF-BI-10004995, FUR-CH-10004540",17,1616.7039999999997,1.3,-1790.2708,7.0,,
US-2020-118087,2020-09-09,Standard Class,Standard Processing,,,SP-20620,Stefania Perrino,2020-09-16,,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,"Special Projects Muesil, Special Projects Muesil, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Gluten Free, Gluten Free, Only Oats, Super Fibre Boost, Super Fibre Boost, Super Mega Protein, With Fruit and Nuts, With Nuts","TEC-AC-10004469, TEC-AC-10003174, TEC-PH-10002200, OFF-BI-10002432, OFF-BI-10000069, OFF-AR-10003602, FUR-FU-10001867, FUR-CH-10004860",21,2457.141,2.9,-344.0748,7.0,,
CA-2019-126004,2019-12-04,First Class,Express,,,BM-11140,Becky Martin,2019-12-06,,Email,United States,New York City,New York,10024.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Gluten Free, Nuts and more, Steel Cut, Steel Cut, Super Fibre Boost, With Fruit and Nuts","TEC-AC-10001432, OFF-PA-10001685, OFF-ST-10001418, OFF-ST-10000676, OFF-BI-10004656, FUR-FU-10001602",14,611.028,0.2,90.6378,2.0,,
US-2019-168620,2019-12-24,Second Class,Standard Processing,,,RB-19795,Ross Baird,2020-01-03,,Facebook,United States,Charlotte,North Carolina,28205.0,South,"Special Projects Muesil, Power Muesli, Power Muesli","Gluten Free, Steel Cut, Super Fibre Boost","TEC-AC-10004469, OFF-ST-10003716, OFF-BI-10001575",14,823.61,1.1,9.002999999999997,10.0,,
CA-2019-119186,2019-05-26,First Class,Express,,,MS-17710,Maurice Satty,2019-05-28,2019-05-31,Email,United States,Fort Worth,Texas,76106.0,Central,"Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Gluten Free, Nuts and more, Nuts and more, With Nuts","TEC-AC-10000580, OFF-PA-10004621, OFF-PA-10004040, FUR-CH-10001973",11,477.142,0.9,-87.1517,2.0,,
CA-2017-163293,2017-09-08,First Class,,,,KC-16255,Karen Carlisle,,,Sales,United States,Macon,Georgia,31204.0,South,"Special Projects Muesil, Special Projects Muesil","Gluten Free, Gluten Free","TEC-AC-10004209, TEC-AC-10000023",7,116.85,0.0,43.055099999999996,,,
CA-2020-157651,2020-12-10,Standard Class,Standard Processing,,,HA-14920,Helen Andreada,2020-12-16,,Email,United States,Philadelphia,Pennsylvania,19120.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10003116,1,14.2,0.2,3.3725,6.0,,
US-2020-155425,2020-11-10,First Class,Express,2020-11-11,2020-11-12,AB-10600,Ann Blume,2020-11-12,,Sales,United States,Tucson,Arizona,85705.0,West,"Special Projects Muesil, Special Projects Muesil, Special Projects Muesil, Power Muesli, Toasted Muesli","Gluten Free, Low Sugar, Only Oats, Super Fibre Boost, With Nuts","TEC-AC-10001314, TEC-MA-10003183, TEC-PH-10002563, OFF-BI-10001036, FUR-CH-10003312",28,1475.054,1.9999999999999998,-256.5716,2.0,1.0,1.0
CA-2020-136672,2020-03-07,Standard Class,Standard Processing,,,MG-17890,Michael Granlund,2020-03-11,,Facebook,United States,Clinton,Maryland,20735.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004510,3,49.08,0.0,4.908,4.0,,
CA-2019-124485,2019-11-24,First Class,Express,,,NC-18340,Nat Carroll,2019-11-27,2019-12-02,Email,United States,New York City,New York,10035.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Nuts and more, Nuts and more, Super Fibre Boost","TEC-AC-10002323, OFF-PA-10004971, OFF-PA-10004888, OFF-BI-10000822",11,123.656,0.2,26.2924,3.0,,
US-2017-118486,2017-04-06,First Class,,,,SD-20485,Shirley Daniels,,,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,"Special Projects Muesil, Power Muesli, Toasted Muesli","Gluten Free, Hunger Buster, Sweetened","TEC-AC-10004659, OFF-SU-10004498, FUR-TA-10001039",6,281.85200000000003,0.8,-16.404200000000003,,,
CA-2020-115994,2020-01-28,Second Class,Standard Processing,,,BT-11305,Beth Thompson,2020-02-03,2020-02-06,Facebook,United States,Costa Mesa,California,92627.0,West,"Special Projects Muesil, Toasted Muesli","Gluten Free, With Fruit and Nuts","TEC-AC-10000580, FUR-FU-10003976",6,277.71,0.0,39.2283,6.0,,
CA-2018-126697,2018-09-21,First Class,,,,SV-20815,Stuart Van,,,Sales,United States,Houston,Texas,77041.0,Central,"Special Projects Muesil, Special Projects Muesil, Toasted Muesli","Gluten Free, Only Oats, With Fruit and Nuts","TEC-AC-10004353, TEC-PH-10002922, FUR-FU-10001706",14,1102.4720000000002,1.0,148.9446,,,
CA-2018-139731,2018-10-15,First Class,,,,JE-15745,Joel Eaton,,,Email,United States,Amarillo,Texas,79109.0,Central,"Special Projects Muesil, Toasted Muesli","Gluten Free, With Nuts","TEC-AC-10004975, FUR-CH-10002024",8,2717.31,0.5,-307.6095,,,
CA-2019-152289,2019-08-26,First Class,Express,,,LC-16930,Linda Cazamias,2019-08-28,,Sales,United States,Pasadena,Texas,77506.0,Central,"Special Projects Muesil, Toasted Muesli","Gluten Free, With Nuts","TEC-AC-10004571, FUR-CH-10002126",8,1184.6999999999998,0.5,14.718000000000004,2.0,,
CA-2017-151708,2017-08-08,Standard Class,,,,MB-17305,Maria Bertelson,,,Email,United States,Glendale,Arizona,85301.0,West,"Special Projects Muesil, Toasted Muesli","Gluten Free, With Fruit and Nuts","TEC-AC-10001767, FUR-FU-10001602",7,217.352,0.4,-13.8317,,,
CA-2018-100769,2018-05-16,First Class,,,,TH-21550,Tracy Hopkins,,,Facebook,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002402,4,255.968,0.2,31.996,,,
US-2019-108098,2019-10-14,Standard Class,Standard Processing,,,CP-12340,Christine Phan,2019-10-21,,Sales,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000865,3,177.0,0.0,30.09,7.0,,
CA-2018-140410,2018-11-03,Standard Class,,,,CM-12655,Corinna Mitchell,,,Facebook,United States,Los Angeles,California,90008.0,West,"Special Projects Muesil, Special Projects Muesil, Toasted Muesli","Gluten Free, Only Oats, With Fruit and Nuts","TEC-AC-10001109, TEC-PH-10003580, FUR-FU-10003347",13,1345.418,0.2,160.5256,,,
CA-2020-120761,2020-09-04,Standard Class,Standard Processing,,,AB-10150,Aimee Bixby,2020-09-09,,Email,United States,Long Beach,New York,11561.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000171,4,91.96,0.0,39.5428,5.0,,
CA-2018-129112,2018-11-29,First Class,,,,AW-10840,Anthony Witt,,,Email,United States,Allen,Texas,75002.0,Central,"Special Projects Muesil, Power Muesli","Gluten Free, Super Fibre Boost","TEC-AC-10003038, OFF-BI-10000088",7,30.264000000000003,1.0,-13.8837,,,
US-2017-157385,2017-11-23,First Class,,,,SC-20095,Sanjit Chand,,,Email,United States,Los Angeles,California,90004.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli, Toasted Muesli","Gluten Free, Power Clean Fibre Boost, With Nuts, With Nuts","TEC-AC-10003280, OFF-EN-10003160, FUR-CH-10000863, FUR-CH-10000595",11,1037.19,0.4,-27.3199,,,
CA-2018-131338,2018-08-09,First Class,,,,NP-18325,Naresj Patel,,,Email,United States,New York City,New York,10024.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Special Projects Muesil, Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli, Toasted Muesli","Gluten Free, Maple Sweetened, Nuts and more, Only Oats, Only Oats, Steel Cut, Super Fibre Boost, Sweetened, With Fruit and Nuts, With Fruit and Nuts","TEC-AC-10002600, OFF-FA-10000992, OFF-PA-10001357, TEC-PH-10003012, TEC-PH-10000984, OFF-ST-10000642, OFF-BI-10000545, FUR-TA-10002607, FUR-FU-10002157, FUR-FU-10001706",35,3385.614,0.6000000000000001,800.0789000000001,,,
US-2019-113509,2019-03-15,Standard Class,Standard Processing,,,PL-18925,Paul Lucas,2019-03-20,,Facebook,United States,Philadelphia,Pennsylvania,19143.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10004855,3,83.976,0.2,-13.6461,5.0,,
CA-2020-108560,2020-07-08,Standard Class,Standard Processing,,,JC-15385,Jenna Caffey,2020-07-17,,Email,United States,Kent,Washington,98031.0,West,"Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Gluten Free, No Taste All Power, Super Fibre Boost, With Fruit and Nuts","TEC-AC-10003063, OFF-LA-10003930, OFF-BI-10001107, FUR-FU-10002937",14,1058.108,0.2,502.9244,9.0,,
CA-2018-157084,2018-12-19,Standard Class,,,,JG-15160,James Galang,,,Email,United States,Los Angeles,California,90049.0,West,"Special Projects Muesil, Special Projects Muesil","Gluten Free, Only Oats","TEC-AC-10002049, TEC-PH-10002922",8,1941.81,0.2,641.469,,,
CA-2019-106530,2019-05-08,First Class,Express,,,CL-12565,Clay Ludtke,2019-05-08,2019-05-13,Email,United States,Cleveland,Ohio,44105.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Nuts and more, Nuts and more, Steel Cut, Steel Cut","TEC-AC-10001465, OFF-PA-10002986, OFF-PA-10004451, OFF-ST-10002011, OFF-ST-10000649",11,1110.344,1.0,104.23349999999999,0.0,,
CA-2018-105221,2018-11-01,First Class,,,,VM-21685,Valerie Mitchum,,,Facebook,United States,Philadelphia,Pennsylvania,19140.0,East,"Special Projects Muesil, Power Muesli","Gluten Free, Maple Sweetened","TEC-AC-10002323, OFF-FA-10001135",4,38.528,0.4,-3.8068,,,
US-2020-132444,2020-11-18,First Class,Express,2020-11-23,2020-11-23,CD-12280,Christina DeMoss,2020-11-23,,Email,United States,Seattle,Washington,98105.0,West,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Maple Sweetened, Steel Cut, Steel Cut, Super Fibre Boost","TEC-AC-10003832, OFF-FA-10000611, OFF-ST-10003442, OFF-ST-10000563, OFF-BI-10001116",17,409.548,0.2,114.1184,5.0,5.0,0.0
CA-2019-128531,2019-11-24,Second Class,Standard Processing,,,NS-18505,Neola Schneider,2019-11-29,2019-12-03,Email,United States,Dallas,Texas,75217.0,Central,"Special Projects Muesil, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Gluten Free, Maple Sweetened, Nuts and more, Steel Cut, Super Mega Protein","TEC-AC-10002049, TEC-AC-10003023, OFF-FA-10002676, OFF-PA-10000167, OFF-ST-10001325, OFF-AR-10003405",19,527.224,1.2000000000000002,19.5371,5.0,,
CA-2019-107615,2019-03-22,First Class,Express,,,RB-19645,Robert Barroso,2019-03-25,,Sales,United States,North Las Vegas,Nevada,89031.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001013,2,58.58,0.0,19.3314,3.0,,
US-2019-158708,2019-06-26,Second Class,Standard Processing,,,AB-10255,Alejandro Ballentine,2019-07-03,,Facebook,United States,Plano,Texas,75023.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10003133,2,13.616,0.2,3.5742,7.0,,
CA-2018-156335,2018-09-25,Second Class,,,,PO-19195,Phillina Ober,,,Facebook,United States,Bayonne,New Jersey,7002.0,East,"Special Projects Muesil, Special Projects Muesil, Power Muesli","Gluten Free, Only Oats, Super Fibre Boost","TEC-AC-10002006, TEC-PH-10002726, OFF-BI-10003314",9,183.4,0.0,79.403,,,
US-2018-123218,2018-12-20,Standard Class,,,,KD-16345,Katherine Ducich,,,Email,United States,Chicago,Illinois,60623.0,Central,"Special Projects Muesil, Special Projects Muesil, Toasted Muesli","Gluten Free, Only Oats, With Fruit","TEC-AC-10000736, TEC-PH-10001061, FUR-BO-10003966",9,775.01,0.7,-8.619199999999992,,,
CA-2019-106894,2019-02-07,First Class,Express,,,CA-12265,Christina Anderson,2019-02-08,,Email,United States,Springfield,Virginia,22153.0,South,"Special Projects Muesil, Power Muesli","Gluten Free, No Taste All Power","TEC-AC-10003063, OFF-LA-10001045",7,107.83,0.0,24.6018,1.0,,
CA-2018-130204,2018-09-03,Standard Class,,,,DB-13120,David Bremer,,,Sales,United States,San Francisco,California,94122.0,West,"Special Projects Muesil, Special Projects Muesil, Power Muesli","Gluten Free, Gluten Free, Steel Cut","TEC-AC-10003038, TEC-AC-10003590, OFF-ST-10001325",10,178.79,0.0,58.49179999999999,,,
CA-2020-152807,2020-10-30,Standard Class,Standard Processing,,,MC-18100,Mick Crebagga,2020-11-04,,Email,United States,Philadelphia,Pennsylvania,19140.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Gluten Free, Nuts and more, Steel Cut, With Fruit and Nuts","TEC-AC-10001142, OFF-PA-10004355, OFF-ST-10002486, FUR-FU-10004415",15,481.472,0.8,-49.569599999999994,5.0,,
CA-2017-139017,2017-05-11,Standard Class,,,,RM-19375,Raymond Messe,,,Email,United States,Houston,Texas,77095.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001013,2,46.864,0.2,7.6154,,,
CA-2019-129686,2019-11-27,Second Class,Standard Processing,,,GG-14650,Greg Guthrie,2019-12-02,,Sales,United States,Chicago,Illinois,60623.0,Central,"Special Projects Muesil, Power Muesli","Gluten Free, Steel Cut","TEC-AC-10001266, OFF-ST-10004337",8,160.384,0.4,-4.995999999999999,5.0,,
CA-2019-124667,2019-11-11,Standard Class,Standard Processing,,,BD-11770,Bryan Davis,2019-11-20,,Email,United States,New York City,New York,10011.0,East,"Special Projects Muesil, Power Muesli","Gluten Free, Steel Cut","TEC-AC-10003447, OFF-ST-10002276",4,143.32999999999998,0.0,35.832499999999996,9.0,,
CA-2020-166317,2020-09-22,Standard Class,Standard Processing,,,JE-15610,Jim Epp,2020-09-30,,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,"Special Projects Muesil, Power Muesli, Special Projects Muesil, Power Muesli","Gluten Free, Nuts and more, Only Oats, Super Fibre Boost","TEC-AC-10004510, OFF-PA-10004475, TEC-PH-10001615, OFF-BI-10002976",21,438.01,0.0,158.2877,8.0,,
CA-2018-154326,2018-02-15,Standard Class,,,,RP-19855,Roy Phan,,,Sales,United States,Kenosha,Wisconsin,53142.0,Central,"Special Projects Muesil, Special Projects Muesil, Special Projects Muesil","Gluten Free, Only Oats, Only Oats","TEC-AC-10004568, TEC-PH-10001819, TEC-PH-10000560",10,974.9,0.0,287.3705,,,
CA-2020-158379,2020-09-22,Second Class,Standard Processing,,,JA-15970,Joseph Airdo,2020-09-30,,Email,United States,Philadelphia,Pennsylvania,19134.0,East,"Special Projects Muesil, Power Muesli, Power Muesli","Gluten Free, Hunger Buster, Super Fibre Boost","TEC-AC-10002926, OFF-SU-10002881, OFF-BI-10002498",10,4749.327,1.1,-1030.6439,8.0,,
US-2019-116729,2019-12-25,First Class,Express,,,GK-14620,Grace Kelly,2019-12-30,,Sales,United States,Los Angeles,California,90049.0,West,"Special Projects Muesil, Power Muesli, Special Projects Muesil","Gluten Free, Nuts and more, Only Oats","TEC-AC-10001465, OFF-PA-10002005, TEC-PH-10002200",21,2875.544,0.2,355.6392,5.0,,
US-2020-113852,2020-07-29,Standard Class,Standard Processing,,,GW-14605,Giulietta Weimer,2020-08-05,,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003027,3,90.57,0.0,11.7741,7.0,,
CA-2018-160472,2018-07-20,Second Class,,,,RK-19300,Ralph Kennedy,,,Email,United States,South Bend,Indiana,46614.0,Central,"Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Nuts and more, Nuts and more, Power Clean Fibre Boost, Steel Cut, Steel Cut","TEC-AC-10002253, OFF-PA-10000528, OFF-PA-10003129, OFF-EN-10000483, OFF-ST-10000464, OFF-ST-10003442",25,1238.33,0.0,279.5512,,,
CA-2020-167094,2020-10-21,First Class,Express,,,DK-12835,Damala Kotsonis,2020-10-23,,Sales,United States,Springfield,Oregon,97477.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Gluten Free, Nuts and more, With Nuts","TEC-AC-10003116, OFF-PA-10003953, FUR-CH-10000155",5,512.064,0.6000000000000001,56.407399999999996,2.0,,
CA-2019-105963,2019-11-15,Standard Class,Standard Processing,,,SC-20770,Stewart Carmichael,2019-11-25,,Sales,United States,Los Angeles,California,90008.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,3,99.39,0.0,40.7499,10.0,,
CA-2017-103366,2017-01-15,First Class,,,,EH-13990,Erica Hackney,,,Email,United States,Roswell,Georgia,30076.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003628,5,149.95,0.0,65.978,,,
CA-2020-102834,2020-03-09,Standard Class,Standard Processing,,,LW-16990,Lindsay Williams,2020-03-16,,Sales,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001908,2,199.98,0.0,69.993,7.0,,
CA-2020-101245,2020-11-27,Standard Class,Standard Processing,,,LW-16990,Lindsay Williams,2020-12-04,,Sales,United States,San Francisco,California,94109.0,West,"Special Projects Muesil, Power Muesli","Gluten Free, Nuts and more","TEC-AC-10001284, OFF-PA-10003129",13,410.71000000000004,0.0,174.7561,7.0,,
CA-2019-108581,2019-06-20,Standard Class,Standard Processing,,,EA-14035,Erin Ashbrook,2019-06-28,,Sales,United States,Carrollton,Texas,75007.0,Central,"Special Projects Muesil, Power Muesli","Gluten Free, Nuts and more","TEC-AC-10001109, OFF-PA-10000809",6,106.336,0.4,30.020000000000003,8.0,,
CA-2020-157987,2020-09-02,Standard Class,Standard Processing,,,AC-10615,Ann Chong,2020-09-09,,Sales,United States,New York City,New York,10009.0,East,"Special Projects Muesil, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli, Toasted Muesli","Gluten Free, Gluten Free, Mega Protein, No Taste All Power, Nuts and more, Only Oats, Super Fibre Boost, Super Mega Protein, Super Mega Protein, Sweetened, With Fruit and Nuts, With Nuts","TEC-AC-10002842, TEC-AC-10000109, OFF-AP-10000358, OFF-LA-10001641, OFF-PA-10003893, TEC-PH-10003885, OFF-BI-10004970, OFF-AR-10000658, OFF-AR-10004582, FUR-TA-10001889, FUR-FU-10001196, FUR-CH-10003379",40,2255.868,0.7000000000000001,297.8179,7.0,,
CA-2020-110905,2020-09-10,Second Class,Standard Processing,,,RW-19690,Robert Waldorf,2020-09-16,,Email,United States,Springfield,Missouri,65807.0,Central,"Special Projects Muesil, Special Projects Muesil, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Gluten Free, Gluten Free, Mega Protein, Mega Protein, Nuts and more, Steel Cut, Super Fibre Boost, Super Fibre Boost","TEC-AC-10003023, TEC-AC-10002217, OFF-AP-10004785, OFF-AP-10003281, OFF-PA-10002586, OFF-ST-10000025, OFF-BI-10003669, OFF-BI-10002954",30,808.9200000000001,0.0,125.30789999999999,6.0,,
